id,prefectureCode,municipalityCode,name,nameKana,municipalityType,officialUrl,representativePhone,supportLevel,status,lastVerifiedAt
jp-30203,30,302031,橋本市,はしもとし,city,https://www.city.hashimoto.lg.jp/,,basic,published,2026-07-26
jp-30204,30,302040,有田市,ありだし,city,https://www.city.arida.lg.jp/,,basic,published,2026-07-26
jp-30206,30,302066,田辺市,たなべし,city,https://www.city.tanabe.lg.jp/,,basic,published,2026-07-26
jp-30208,30,302082,紀の川市,きのかわし,city,https://www.city.kinokawa.lg.jp/,,basic,published,2026-07-26
jp-31201,31,312011,鳥取市,とっとりし,city,https://www.city.tottori.lg.jp/,0857-22-8111,standard,published,2026-07-26
jp-31202,31,312029,米子市,よなごし,city,https://www.city.yonago.lg.jp/,,basic,published,2026-07-26
jp-31203,31,312037,倉吉市,くらよしし,city,https://www.city.kurayoshi.lg.jp/,,basic,published,2026-07-26
jp-31204,31,312045,境港市,さかいみなとし,city,https://www.city.sakaiminato.lg.jp/,,basic,published,2026-07-26
jp-31325,31,313254,若桜町,わかさちょう,town,https://www.town.wakasa.tottori.jp/,,basic,published,2026-07-26
jp-31329,31,313297,八頭町,やずちょう,town,https://www.town.yazu.tottori.jp/,,basic,published,2026-07-26
jp-32201,32,322016,松江市,まつえし,city,https://www.city.matsue.lg.jp/,0852-55-5555,standard,published,2026-07-26
jp-32203,32,322032,出雲市,いずもし,city,https://www.city.izumo.shimane.jp/,,basic,published,2026-07-26
jp-32204,32,322040,益田市,ますだし,city,https://www.city.masuda.lg.jp/,,basic,published,2026-07-26
jp-32206,32,322067,安来市,やすぎし,city,https://www.city.yasugi.shimane.jp/,,basic,published,2026-07-26
jp-32209,32,322091,雲南市,うんなんし,city,https://www.city.unnan.shimane.jp/,,basic,published,2026-07-26
jp-33202,33,332020,倉敷市,くらしきし,city,https://www.city.kurashiki.okayama.jp/,,basic,published,2026-07-26
jp-33203,33,332038,津山市,つやまし,city,https://www.city.tsuyama.lg.jp/,,basic,published,2026-07-26
jp-33204,33,332046,玉野市,たまのし,city,https://www.city.tamano.lg.jp/,,basic,published,2026-07-26
jp-33205,33,332054,笠岡市,かさおかし,city,https://www.city.kasaoka.okayama.jp/,,basic,published,2026-07-26
jp-33207,33,332070,井原市,いばらし,city,https://www.city.ibara.okayama.jp/,,basic,published,2026-07-26
jp-33209,33,332097,高梁市,たかはしし,city,https://www.city.takahashi.lg.jp/,,basic,published,2026-07-26
jp-34100,34,341002,広島市,ひろしまし,city,https://www.city.hiroshima.lg.jp/,082-245-2111,standard,published,2026-07-26
jp-34202,34,342025,呉市,くれし,city,https://www.city.kure.lg.jp/,,basic,published,2026-07-26
jp-34203,34,342033,竹原市,たけはらし,city,https://www.city.takehara.lg.jp/,,basic,published,2026-07-26
jp-34204,34,342041,三原市,みはらし,city,https://www.city.mihara.hiroshima.jp/,,basic,published,2026-07-26
jp-34205,34,342050,尾道市,おのみちし,city,https://www.city.onomichi.hiroshima.jp/,,basic,published,2026-07-26
jp-34207,34,342076,福山市,ふくやまし,city,https://www.city.fukuyama.hiroshima.jp/,,basic,published,2026-07-26
jp-35201,35,352012,下関市,しものせきし,city,https://www.city.shimonoseki.lg.jp/,,basic,published,2026-07-26
jp-35202,35,352020,宇部市,うべし,city,https://www.city.ube.yamaguchi.jp/,,basic,published,2026-07-26
jp-35203,35,352039,山口市,やまぐちし,city,https://www.city.yamaguchi.lg.jp/,083-922-4111,standard,published,2026-07-26
jp-35204,35,352047,萩市,はぎし,city,https://www.city.hagi.lg.jp/,,basic,published,2026-07-26
jp-35207,35,352071,下松市,くだまつし,city,https://www.city.kudamatsu.lg.jp/,,basic,published,2026-07-26
jp-36201,36,362018,徳島市,とくしまし,city,https://www.city.tokushima.tokushima.jp/,088-621-5111,standard,published,2026-07-26
jp-36202,36,362026,鳴門市,なるとし,city,https://www.city.naruto.lg.jp/,,basic,published,2026-07-26
jp-36203,36,362034,小松島市,こまつしまし,city,https://www.city.komatsushima.lg.jp/,,basic,published,2026-07-26
jp-36205,36,362050,吉野川市,よしのがわし,city,https://www.city.yoshinogawa.lg.jp/,,basic,published,2026-07-26
jp-36206,36,362069,阿波市,あわし,city,https://www.city.awa.lg.jp/,,basic,published,2026-07-26
jp-37201,37,372013,高松市,たかまつし,city,https://www.city.takamatsu.kagawa.jp/,087-839-2011,standard,published,2026-07-26
jp-37202,37,372021,丸亀市,まるがめし,city,https://www.city.marugame.lg.jp/,,basic,published,2026-07-26
jp-37203,37,372030,坂出市,さかいでし,city,https://www.city.sakaide.lg.jp/,,basic,published,2026-07-26
jp-37205,37,372056,観音寺市,かんおんじし,city,https://www.city.kanonji.kagawa.jp/,,basic,published,2026-07-26
jp-37206,37,372064,さぬき市,さぬきし,city,https://www.city.sanuki.lg.jp/,,basic,published,2026-07-26
jp-37208,37,372080,三豊市,みとよし,city,https://www.city.mitoyo.lg.jp/,,basic,published,2026-07-26
jp-38201,38,382019,松山市,まつやまし,city,https://www.city.matsuyama.ehime.jp/,089-948-6688,standard,published,2026-07-26
jp-38202,38,382027,今治市,いまばりし,city,https://www.city.imabari.ehime.jp/,,basic,published,2026-07-26
jp-38203,38,382035,宇和島市,うわじまし,city,https://www.city.uwajima.ehime.jp/,,basic,published,2026-07-26
jp-38204,38,382043,八幡浜市,やわたはまし,city,https://www.city.yawatahama.ehime.jp/,,basic,published,2026-07-26
jp-38205,38,382051,新居浜市,にいはまし,city,https://www.city.niihama.lg.jp/,,basic,published,2026-07-26
jp-38210,38,382108,伊予市,いよし,city,https://www.city.iyo.lg.jp/,,basic,published,2026-07-26
jp-39202,39,392022,室戸市,むろとし,city,https://www.city.muroto.kochi.jp/,,basic,published,2026-07-26
jp-39203,39,392030,安芸市,あきし,city,https://www.city.aki.kochi.jp/,,basic,published,2026-07-26
jp-39204,39,392049,南国市,なんこくし,city,https://www.city.nankoku.lg.jp/,,basic,published,2026-07-26
jp-39206,39,392065,須崎市,すさきし,city,https://www.city.susaki.lg.jp/,,basic,published,2026-07-26
jp-39208,39,392081,宿毛市,すくもし,city,https://www.city.sukumo.kochi.jp/,,basic,published,2026-07-26
jp-40203,40,402036,久留米市,くるめし,city,https://www.city.kurume.fukuoka.jp/,,basic,published,2026-07-26
jp-40205,40,402052,飯塚市,いいづかし,city,https://www.city.iizuka.lg.jp/,,basic,published,2026-07-26
jp-40207,40,402079,柳川市,やながわし,city,https://www.city.yanagawa.fukuoka.jp/,,basic,published,2026-07-26
jp-40210,40,402109,八女市,やめし,city,https://www.city.yame.fukuoka.jp/,,basic,published,2026-07-26
jp-40211,40,402117,筑後市,ちくごし,city,https://www.city.chikugo.lg.jp/,,basic,published,2026-07-26
jp-40213,40,402133,行橋市,ゆくはしし,city,https://www.city.yukuhashi.fukuoka.jp/,,basic,published,2026-07-26
jp-41201,41,412015,佐賀市,さがし,city,https://www.city.saga.lg.jp/,0952-24-3151,standard,published,2026-07-26
jp-41202,41,412023,唐津市,からつし,city,https://www.city.karatsu.lg.jp/,,basic,published,2026-07-26
jp-41203,41,412031,鳥栖市,とすし,city,https://www.city.tosu.lg.jp/,,basic,published,2026-07-26
jp-41204,41,412040,多久市,たくし,city,https://www.city.taku.lg.jp/,,basic,published,2026-07-26
jp-41205,41,412058,伊万里市,いまりし,city,https://www.city.imari.lg.jp/,,basic,published,2026-07-26
jp-41206,41,412066,武雄市,たけおし,city,https://www.city.takeo.lg.jp/,,basic,published,2026-07-26
jp-42201,42,422011,長崎市,ながさきし,city,https://www.city.nagasaki.lg.jp/,095-822-8888,standard,published,2026-07-26
jp-42202,42,422029,佐世保市,させぼし,city,https://www.city.sasebo.lg.jp/,,basic,published,2026-07-26
jp-42203,42,422037,島原市,しまばらし,city,https://www.city.shimabara.lg.jp/,,basic,published,2026-07-26
jp-42204,42,422045,諫早市,いさはやし,city,https://www.city.isahaya.nagasaki.jp/,,basic,published,2026-07-26
jp-42207,42,422070,平戸市,ひらどし,city,https://www.city.hirado.nagasaki.jp/,,basic,published,2026-07-26
jp-42210,42,422100,壱岐市,いきし,city,https://www.city.iki.nagasaki.jp/,,basic,published,2026-07-26
jp-43202,43,432024,八代市,やつしろし,city,https://www.city.yatsushiro.lg.jp/,,basic,published,2026-07-26
jp-43203,43,432032,人吉市,ひとよしし,city,https://www.city.hitoyoshi.lg.jp/,,basic,published,2026-07-26
jp-43204,43,432040,荒尾市,あらおし,city,https://www.city.arao.lg.jp/,,basic,published,2026-07-26
jp-43205,43,432059,水俣市,みなまたし,city,https://www.city.minamata.lg.jp/,,basic,published,2026-07-26
jp-43208,43,432083,山鹿市,やまがし,city,https://www.city.yamaga.kumamoto.jp/,,basic,published,2026-07-26
jp-43210,43,432105,菊池市,きくちし,city,https://www.city.kikuchi.lg.jp/,,basic,published,2026-07-26
jp-44202,44,442020,別府市,べっぷし,city,https://www.city.beppu.oita.jp/,,basic,published,2026-07-26
jp-44205,44,442054,佐伯市,さいきし,city,https://www.city.saiki.oita.jp/,,basic,published,2026-07-26
jp-44206,44,442062,臼杵市,うすきし,city,https://www.city.usuki.oita.jp/,,basic,published,2026-07-26
jp-44207,44,442070,津久見市,つくみし,city,https://www.city.tsukumi.oita.jp/,,basic,published,2026-07-26
jp-44208,44,442089,竹田市,たけたし,city,https://www.city.taketa.oita.jp/,,basic,published,2026-07-26
jp-44209,44,442097,豊後高田市,ぶんごたかだし,city,https://www.city.bungotakada.oita.jp/,,basic,published,2026-07-26
jp-45201,45,452017,宮崎市,みやざきし,city,https://www.city.miyazaki.miyazaki.jp/,0985-25-2111,standard,published,2026-07-26
jp-45203,45,452033,延岡市,のべおかし,city,https://www.city.nobeoka.miyazaki.jp/,,basic,published,2026-07-26
jp-45204,45,452041,日南市,にちなんし,city,https://www.city.nichinan.lg.jp/,,basic,published,2026-07-26
jp-45205,45,452050,小林市,こばやしし,city,https://www.city.kobayashi.lg.jp/,,basic,published,2026-07-26
jp-45207,45,452076,串間市,くしまし,city,https://www.city.kushima.lg.jp/,,basic,published,2026-07-26
jp-45208,45,452084,西都市,さいとし,city,https://www.city.saito.lg.jp/,,basic,published,2026-07-26
jp-46201,46,462012,鹿児島市,かごしまし,city,https://www.city.kagoshima.lg.jp/,099-224-1111,standard,published,2026-07-26
jp-46203,46,462039,鹿屋市,かのやし,city,https://www.city.kanoya.lg.jp/,,basic,published,2026-07-26
jp-46204,46,462047,枕崎市,まくらざきし,city,https://www.city.makurazaki.lg.jp/,,basic,published,2026-07-26
jp-46206,46,462063,阿久根市,あくねし,city,https://www.city.akune.lg.jp/,,basic,published,2026-07-26
jp-46210,46,462101,指宿市,いぶすきし,city,https://www.city.ibusuki.lg.jp/,,basic,published,2026-07-26
jp-46213,46,462136,西之表市,にしのおもてし,city,https://www.city.nishinoomote.lg.jp/,,basic,published,2026-07-26
jp-47205,47,472050,宜野湾市,ぎのわんし,city,https://www.city.ginowan.lg.jp/,,basic,published,2026-07-26
jp-47207,47,472077,石垣市,いしがきし,city,https://www.city.ishigaki.okinawa.jp/,,basic,published,2026-07-26
jp-47208,47,472085,浦添市,うらそえし,city,https://www.city.urasoe.lg.jp/,,basic,published,2026-07-26
jp-47209,47,472093,名護市,なごし,city,https://www.city.nago.okinawa.jp/,,basic,published,2026-07-26
jp-47210,47,472107,糸満市,いとまんし,city,https://www.city.itoman.lg.jp/,,basic,published,2026-07-26
jp-47211,47,472115,沖縄市,おきなわし,city,https://www.city.okinawa.okinawa.jp/,,basic,published,2026-07-26
jp-06201,06,062014,山形市,やまがたし,city,https://www.city.yamagata-yamagata.lg.jp/,023-641-1212,standard,published,2026-07-26
jp-12100,12,121002,千葉市,ちばし,city,https://www.city.chiba.jp/,043-245-5111,standard,published,2026-07-26
jp-17201,17,172014,金沢市,かなざわし,city,https://www4.city.kanazawa.lg.jp/,076-220-2111,standard,published,2026-07-26
jp-19201,19,192015,甲府市,こうふし,city,https://www.city.kofu.yamanashi.jp/,055-237-1161,standard,published,2026-07-26
jp-24201,24,242012,津市,つし,city,https://www.info.city.tsu.mie.jp/,059-229-3105,standard,published,2026-07-26
jp-25201,25,252018,大津市,おおつし,city,https://www.city.otsu.lg.jp/,077-523-1234,standard,published,2026-07-26
jp-26100,26,261009,京都市,きょうとし,city,https://www.city.kyoto.lg.jp/,075-222-3111,standard,published,2026-07-26
jp-33100,33,331007,岡山市,おかやまし,city,https://www.city.okayama.jp/,086-803-1000,standard,published,2026-07-26
jp-39201,39,392014,高知市,こうちし,city,https://www.city.kochi.kochi.jp/,088-822-8111,standard,published,2026-07-26
jp-43100,43,431001,熊本市,くまもとし,city,https://www.city.kumamoto.jp/,096-328-2111,standard,published,2026-07-26
jp-44201,44,442011,大分市,おおいたし,city,https://www.city.oita.oita.jp/,097-534-6111,standard,published,2026-07-26
jp-08207,08,082074,結城市,ゆうきし,city,https://www.city.yuki.lg.jp/,0296-32-1111,standard,published,2026-07-26
jp-08208,08,082082,龍ケ崎市,りゅうがさきし,city,https://www.city.ryugasaki.ibaraki.jp/,0297-64-1111,standard,published,2026-07-26
jp-08211,08,082112,常総市,じょうそうし,city,https://www.city.joso.lg.jp/,0297-23-2111,standard,published,2026-07-26
jp-08212,08,082120,常陸太田市,ひたちおおたし,city,https://www.city.hitachiota.ibaraki.jp/,0294-72-3111,standard,published,2026-07-26
jp-08224,08,082244,守谷市,もりやし,city,https://www.city.moriya.ibaraki.jp/,0297-45-1111,standard,published,2026-07-26
jp-08225,08,082252,常陸大宮市,ひたちおおみやし,city,https://www.city.hitachiomiya.lg.jp/,0295-52-1111,standard,published,2026-07-26
jp-08226,08,082260,那珂市,なかし,city,https://www.city.naka.lg.jp/,029-298-1111,standard,published,2026-07-26
jp-08227,08,082279,筑西市,ちくせいし,city,https://www.city.chikusei.lg.jp/,0296-24-2111,standard,published,2026-07-26
jp-08228,08,082287,坂東市,ばんどうし,city,https://www.city.bando.lg.jp/,0297-35-2121,standard,published,2026-07-26
jp-08229,08,082295,稲敷市,いなしきし,city,https://www.city.inashiki.lg.jp/,029-892-2000,standard,published,2026-07-26
jp-08230,08,082309,かすみがうら市,かすみがうらし,city,https://www.city.kasumigaura.lg.jp/,0299-59-2111,standard,published,2026-07-26
jp-08231,08,082317,桜川市,さくらがわし,city,https://www.city.sakuragawa.lg.jp/,0296-58-5111,standard,published,2026-07-26
jp-08232,08,082325,神栖市,かみすし,city,https://www.city.kamisu.ibaraki.jp/,0299-90-1111,standard,published,2026-07-26
jp-08233,08,082333,行方市,なめがたし,city,https://www.city.namegata.ibaraki.jp/,0299-72-0811,standard,published,2026-07-26
jp-08234,08,082341,鉾田市,ほこたし,city,https://www.city.hokota.lg.jp/,0291-33-2111,standard,published,2026-07-26
jp-08235,08,082350,つくばみらい市,つくばみらいし,city,https://www.city.tsukubamirai.lg.jp/,0297-58-2111,standard,published,2026-07-26
jp-08236,08,082368,小美玉市,おみたまし,city,https://www.city.omitama.lg.jp/,0299-48-1111,standard,published,2026-07-26
jp-08302,08,083020,茨城町,いばらきまち,town,https://www.town.ibaraki.lg.jp/,029-292-1111,standard,published,2026-07-26
jp-08309,08,083097,大洗町,おおあらいまち,town,https://www.town.oarai.lg.jp/,029-267-5111,standard,published,2026-07-26
jp-08310,08,083100,城里町,しろさとまち,town,https://www.town.shirosato.lg.jp/,029-288-3111,standard,published,2026-07-26
jp-08341,08,083410,東海村,とうかいむら,village,https://www.vill.tokai.ibaraki.jp/index.html,029-282-1711,standard,published,2026-07-26
jp-08442,08,084425,美浦村,みほむら,village,https://www.vill.miho.lg.jp/,029-885-0340,standard,published,2026-07-26
jp-08443,08,084433,阿見町,あみまち,town,https://www.town.ami.lg.jp/,029-888-1111,standard,published,2026-07-26
jp-08447,08,084476,河内町,かわちまち,town,https://www.town.ibaraki-kawachi.lg.jp/,0297-84-2111,standard,published,2026-07-26
jp-08521,08,085219,八千代町,やちよまち,town,https://www.town.ibaraki-yachiyo.lg.jp/,0296-48-1111,standard,published,2026-07-26
jp-08542,08,085421,五霞町,ごかまち,town,https://www.town.goka.lg.jp/,0280-84-1111,standard,published,2026-07-26
jp-08564,08,085642,利根町,とねまち,town,https://www.town.tone.ibaraki.jp/,0297-68-2211,standard,published,2026-07-26
jp-09206,09,092061,日光市,にっこうし,city,https://www.city.nikko.lg.jp/,0288-22-1111,standard,published,2026-07-26
jp-09209,09,092096,真岡市,もおかし,city,https://www.city.moka.lg.jp/,0285-82-1111,standard,published,2026-07-26
jp-09210,09,092100,大田原市,おおたわらし,city,https://www.city.ohtawara.tochigi.jp/,0287-23-1111,standard,published,2026-07-26
jp-09213,09,092134,那須塩原市,なすしおばらし,city,https://www.city.nasushiobara.tochigi.jp/,,standard,published,2026-07-26
jp-09214,09,092142,さくら市,さくらし,city,https://www.city.tochigi-sakura.lg.jp/,028-681-1111,standard,published,2026-07-26
jp-09215,09,092150,那須烏山市,なすからすやまし,city,https://www.city.nasukarasuyama.lg.jp/,,standard,published,2026-07-26
jp-09216,09,092169,下野市,しもつけし,city,https://www.city.shimotsuke.lg.jp/,0285-32-8888,standard,published,2026-07-26
jp-09301,09,093017,上三川町,かみのかわまち,town,https://www.town.kaminokawa.lg.jp/,0285-56-9111,standard,published,2026-07-26
jp-09342,09,093424,益子町,ましこまち,town,https://www.town.mashiko.lg.jp/,0285-72-2111,standard,published,2026-07-26
jp-09343,09,093432,茂木町,もてぎまち,town,https://www.town.motegi.tochigi.jp/,0285-63-1111,standard,published,2026-07-26
jp-09344,09,093440,市貝町,いちかいまち,town,https://www.town.ichikai.tochigi.jp/,0285-68-1111,standard,published,2026-07-26
jp-09345,09,093459,芳賀町,はがまち,town,https://www.town.tochigi-haga.lg.jp/,028-677-1111,standard,published,2026-07-26
jp-09361,09,093610,壬生町,みぶまち,town,https://www.town.mibu.tochigi.jp/,0282-81-1806,standard,published,2026-07-26
jp-09364,09,093645,野木町,のぎまち,town,https://www.town.nogi.lg.jp/,0280-57-4111,standard,published,2026-07-26
jp-09384,09,093840,塩谷町,しおやまち,town,https://www.town.shioya.tochigi.jp/,0287-45-1111,standard,published,2026-07-26
jp-09386,09,093866,高根沢町,たかねざわまち,town,https://www.town.takanezawa.tochigi.jp/,028-675-8100,standard,published,2026-07-26
jp-09407,09,094072,那須町,なすまち,town,https://www.town.nasu.lg.jp/,0287-72-6901,standard,published,2026-07-26
jp-09411,09,094110,那珂川町,なかがわまち,town,https://www.town.tochigi-nakagawa.lg.jp/,0287-92-1111,standard,published,2026-07-26
jp-10203,10,102032,桐生市,きりゅうし,city,https://www.city.kiryu.lg.jp/,0277-46-1111,standard,published,2026-07-26
jp-10205,10,102059,太田市,おおたし,city,https://www.city.ota.gunma.jp/,0276-47-1111,standard,published,2026-07-26
jp-10210,10,102105,富岡市,とみおかし,city,https://www.city.tomioka.lg.jp/,0274-62-1511,standard,published,2026-07-26
jp-10211,10,102113,安中市,あんなかし,city,https://www.city.annaka.lg.jp/,027-382-1111,standard,published,2026-07-26
jp-10212,10,102121,みどり市,みどりし,city,https://www.city.midori.gunma.jp/,0277-76-2111,standard,published,2026-07-26
jp-10344,10,103446,榛東村,しんとうむら,village,https://www.vill.shinto.gunma.jp/,0279-54-2211,standard,published,2026-07-26
jp-10345,10,103454,吉岡町,よしおかまち,town,https://www.town.yoshioka.lg.jp/,0279-54-3111,standard,published,2026-07-26
jp-10366,10,103667,上野村,うえのむら,village,https://www.uenomura.jp/,0274-59-2111,standard,published,2026-07-26
jp-10367,10,103675,神流町,かんなまち,town,https://www.town.kanna.gunma.jp/,0274-57-2111,standard,published,2026-07-26
jp-10382,10,103829,下仁田町,しもにたまち,town,https://www.town.shimonita.lg.jp/,0274-82-2111,standard,published,2026-07-26
jp-10383,10,103837,南牧村,なんもくむら,village,https://nanmoku.ne.jp/,0274-87-2011,standard,published,2026-07-26
jp-10384,10,103845,甘楽町,かんらまち,town,https://www.town.kanra.lg.jp/,0274-74-3131,standard,published,2026-07-26
jp-10421,10,104213,中之条町,なかのじょうまち,town,https://www.town.nakanojo.gunma.jp/,0279-75-2111,standard,published,2026-07-26
jp-10424,10,104248,長野原町,ながのはらまち,town,https://www.town.naganohara.gunma.jp/,0279-82-2244,standard,published,2026-07-26
jp-10425,10,104256,嬬恋村,つまごいむら,village,https://www.vill.tsumagoi.gunma.jp/,0279-96-0511,standard,published,2026-07-26
jp-10426,10,104264,草津町,くさつまち,town,https://www.town.kusatsu.gunma.jp/,0279-88-0001,standard,published,2026-07-26
jp-10428,10,104281,高山村,たかやまむら,village,https://vill.takayama.gunma.jp/,0279-63-2111,standard,published,2026-07-26
jp-10429,10,104299,東吾妻町,ひがしあがつままち,town,https://www.town.higashiagatsuma.gunma.jp/,0279-68-2111,standard,published,2026-07-26
jp-10443,10,104434,片品村,かたしなむら,village,https://www.vill.katashina.gunma.jp/,0278-58-2111,standard,published,2026-07-26
jp-10444,10,104442,川場村,かわばむら,village,https://www.vill.kawaba.gunma.jp/,0278-52-2111,standard,published,2026-07-26
jp-10448,10,104485,昭和村,しょうわむら,village,https://www.vill.showa.gunma.jp/,0278-24-5111,standard,published,2026-07-26
jp-10449,10,104493,みなかみ町,みなかみまち,town,https://www.town.minakami.gunma.jp/,0278-62-2111,standard,published,2026-07-26
jp-10464,10,104647,玉村町,たまむらまち,town,https://www.town.tamamura.lg.jp/,0270-65-2511,standard,published,2026-07-26
jp-10521,10,105210,板倉町,いたくらまち,town,https://www.town.itakura.gunma.jp/,0276-82-1111,standard,published,2026-07-26
jp-10522,10,105228,明和町,めいわまち,town,https://www.town.meiwa.gunma.jp/,0276-84-3111,standard,published,2026-07-26
jp-10523,10,105236,千代田町,ちよだまち,town,https://www.town.chiyoda.gunma.jp/,0276-86-2111,standard,published,2026-07-26
jp-10524,10,105244,大泉町,おおいずみまち,town,https://www.town.oizumi.gunma.jp/,0276-63-3111,standard,published,2026-07-26
jp-10525,10,105252,邑楽町,おうらまち,town,https://www.town.ora.gunma.jp/,0276-88-5511,standard,published,2026-07-26
jp-11206,11,112062,行田市,ぎょうだし,city,https://www.city.gyoda.lg.jp/,048-556-1111,standard,published,2026-07-26
jp-11209,11,112097,飯能市,はんのうし,city,https://www.city.hanno.lg.jp/,042-973-2111,standard,published,2026-07-26
jp-11211,11,112119,本庄市,ほんじょうし,city,https://www.city.honjo.lg.jp/,0495-25-1111,standard,published,2026-07-26
jp-11212,11,112127,東松山市,ひがしまつやまし,city,https://www.city.higashimatsuyama.lg.jp/,0493-23-2221,standard,published,2026-07-26
jp-11214,11,112143,春日部市,かすかべし,city,https://www.city.kasukabe.lg.jp/,048-736-1111,standard,published,2026-07-26
jp-11215,11,112151,狭山市,さやまし,city,https://www.city.sayama.saitama.jp/,04-2953-1111,standard,published,2026-07-26
jp-11216,11,112160,羽生市,はにゅうし,city,https://www.city.hanyu.lg.jp/,048-561-1121,standard,published,2026-07-26
jp-11217,11,112178,鴻巣市,こうのすし,city,https://www.city.kounosu.saitama.jp/,048-541-1321,standard,published,2026-07-26
jp-11218,11,112186,深谷市,ふかやし,city,https://www.city.fukaya.saitama.jp/,048-571-1211,standard,published,2026-07-26
jp-11219,11,112194,上尾市,あげおし,city,https://www.city.ageo.lg.jp/,048-775-5111,standard,published,2026-07-26
jp-11221,11,112216,草加市,そうかし,city,https://www.city.soka.saitama.jp/,048-922-1245,standard,published,2026-07-26
jp-11222,11,112224,越谷市,こしがやし,city,https://www.city.koshigaya.saitama.jp/,048-964-2111,standard,published,2026-07-26
jp-11223,11,112232,蕨市,わらびし,city,https://www.city.warabi.saitama.jp/,048-432-3200,standard,published,2026-07-26
jp-11224,11,112240,戸田市,とだし,city,https://www.city.toda.saitama.jp/,048-441-1800,standard,published,2026-07-26
jp-11225,11,112259,入間市,いるまし,city,https://www.city.iruma.saitama.jp/,04-2964-1111,standard,published,2026-07-26
jp-11227,11,112275,朝霞市,あさかし,city,https://www.city.asaka.lg.jp/,048-463-1111,standard,published,2026-07-26
jp-11228,11,112283,志木市,しきし,city,https://www.city.shiki.lg.jp/,048-473-1111,standard,published,2026-07-26
jp-11229,11,112291,和光市,わこうし,city,https://www.city.wako.lg.jp/,048-464-1111,standard,published,2026-07-26
jp-11230,11,112305,新座市,にいざし,city,https://www.city.niiza.lg.jp/,048-477-1111,standard,published,2026-07-26
jp-11231,11,112313,桶川市,おけがわし,city,https://www.city.okegawa.lg.jp/index.html,048-786-3211,standard,published,2026-07-26
jp-11232,11,112321,久喜市,くきし,city,https://www.city.kuki.lg.jp/,0480-22-1111,standard,published,2026-07-26
jp-11233,11,112330,北本市,きたもとし,city,https://www.city.kitamoto.lg.jp/index.html,048-591-1111,standard,published,2026-07-26
jp-11234,11,112348,八潮市,やしおし,city,https://www.city.yashio.lg.jp/,048-996-2111,standard,published,2026-07-26
jp-11235,11,112356,富士見市,ふじみし,city,https://www.city.fujimi.saitama.jp/,049-251-2711,standard,published,2026-07-26
jp-11237,11,112372,三郷市,みさとし,city,https://www.city.misato.lg.jp/,048-953-1111,standard,published,2026-07-26
jp-11238,11,112380,蓮田市,はすだし,city,https://www.city.hasuda.saitama.jp/,048-768-3111,standard,published,2026-07-26
jp-11239,11,112399,坂戸市,さかどし,city,https://www.city.sakado.lg.jp/,049-283-1331,standard,published,2026-07-26
jp-11240,11,112402,幸手市,さってし,city,https://www.city.satte.lg.jp/,0480-43-1111,standard,published,2026-07-26
jp-11241,11,112410,鶴ヶ島市,つるがしまし,city,https://www.city.tsurugashima.lg.jp/,049-271-1111,standard,published,2026-07-26
jp-11242,11,112429,日高市,ひだかし,city,https://www.city.hidaka.lg.jp/,042-989-2111,standard,published,2026-07-26
jp-11243,11,112437,吉川市,よしかわし,city,https://www.city.yoshikawa.saitama.jp/,048-982-5111,standard,published,2026-07-26
jp-11245,11,112453,ふじみ野市,ふじみのし,city,https://www.city.fujimino.saitama.jp/,049-261-2611,standard,published,2026-07-26
jp-11246,11,112461,白岡市,しらおかし,city,https://www.city.shiraoka.lg.jp/,0480-92-1111,standard,published,2026-07-26
jp-11301,11,113018,伊奈町,いなまち,town,https://www.town.saitama-ina.lg.jp/,048-721-2111,standard,published,2026-07-26
jp-11324,11,113247,三芳町,みよしまち,town,https://www.town.saitama-miyoshi.lg.jp/,049-258-0019,standard,published,2026-07-26
jp-11326,11,113263,毛呂山町,もろやままち,town,https://www.town.moroyama.saitama.jp/,049-295-2112,standard,published,2026-07-26
jp-11327,11,113271,越生町,おごせまち,town,https://www.town.ogose.saitama.jp/,049-292-3121,standard,published,2026-07-26
jp-11341,11,113417,滑川町,なめがわまち,town,https://www.town.namegawa.saitama.jp/,0493-56-2056,standard,published,2026-07-26
jp-11342,11,113425,嵐山町,らんざんまち,town,https://www.town.ranzan.saitama.jp/,0493-62-0716,standard,published,2026-07-26
jp-11343,11,113433,小川町,おがわまち,town,https://www.town.ogawa.saitama.jp/,0493-72-1221,standard,published,2026-07-26
jp-11346,11,113468,川島町,かわじままち,town,https://www.town.kawajima.saitama.jp/,049-299-1756,standard,published,2026-07-26
jp-11347,11,113476,吉見町,よしみまち,town,https://www.town.yoshimi.saitama.jp/,0493-63-5012,standard,published,2026-07-26
jp-11348,11,113484,鳩山町,はとやままち,town,https://www.town.hatoyama.saitama.jp/,049-296-1241,standard,published,2026-07-26
jp-11349,11,113492,ときがわ町,ときがわまち,town,https://www.town.tokigawa.lg.jp/,0493-65-1521,standard,published,2026-07-26
jp-11361,11,113611,横瀬町,よこぜまち,town,https://www.town.yokoze.saitama.jp/,0494-25-0115,standard,published,2026-07-26
jp-11362,11,113620,皆野町,みなのまち,town,https://www.town.minano.saitama.jp/,0494-62-1233,standard,published,2026-07-26
jp-11363,11,113638,長瀞町,ながとろまち,town,https://www.town.nagatoro.saitama.jp/,0494-69-1105,standard,published,2026-07-26
