id,title,url,publisher,sourceType,status,lastVerifiedAt
source-ibaraki-self-reliance-list,茨城県内の自立相談支援窓口のご案内,https://www.pref.ibaraki.jp/hokenfukushi/fukushi/hogo/konkyuusya/documents/jiritsusoudanshienkikan.pdf,茨城県,official,published,2026-07-26
source-ibaraki-welfare-offices,生活保護 申請・相談の窓口,https://www.pref.ibaraki.jp/soshiki/hokenfukushi/fukujin/documents/hukushizimusixyo.pdf,茨城県,official,published,2026-07-26
source-tochigi-self-reliance,生活困窮者自立支援制度 地域の相談窓口,https://www.pref.tochigi.lg.jp/e12/seikatusienn.html,栃木県,official,published,2026-07-26
source-tochigi-housing-benefit,住居確保給付金 県内市町村相談窓口一覧,https://www.pref.tochigi.lg.jp/e12/documents/documents/20250424094059.pdf,栃木県,official,published,2026-07-26
source-tochigi-public-assistance,生活保護制度 栃木県内の福祉事務所,https://www.pref.tochigi.lg.jp/e12/welfare/chiikifukushi/seikatuhogo/seiho.html,栃木県,official,published,2026-07-26
source-jp-09202-official,足利市公式ホームページ,https://www.city.ashikaga.tochigi.jp/,足利市,official,published,2026-07-26
source-jp-09203-official,栃木市公式ホームページ,https://www.city.tochigi.lg.jp/,栃木市,official,published,2026-07-26
source-jp-09204-official,佐野市公式ホームページ,https://www.city.sano.lg.jp/,佐野市,official,published,2026-07-26
source-jp-09205-official,鹿沼市公式ホームページ,https://www.city.kanuma.tochigi.jp/,鹿沼市,official,published,2026-07-26
source-jp-09206-official,日光市公式ホームページ,https://www.city.nikko.lg.jp/,日光市,official,published,2026-07-26
source-jp-09208-official,小山市公式ホームページ,https://www.city.oyama.tochigi.jp/,小山市,official,published,2026-07-26
source-jp-09209-official,真岡市公式ホームページ,https://www.city.moka.lg.jp/,真岡市,official,published,2026-07-26
source-jp-09210-official,大田原市公式ホームページ,https://www.city.ohtawara.tochigi.jp/,大田原市,official,published,2026-07-26
source-jp-09211-official,矢板市公式ホームページ,https://www.city.yaita.tochigi.jp/,矢板市,official,published,2026-07-26
source-jp-09213-official,那須塩原市公式ホームページ,https://www.city.nasushiobara.tochigi.jp/,那須塩原市,official,published,2026-07-26
source-jp-09214-official,さくら市公式ホームページ,https://www.city.tochigi-sakura.lg.jp/,さくら市,official,published,2026-07-26
source-jp-09215-official,那須烏山市公式ホームページ,https://www.city.nasukarasuyama.lg.jp/,那須烏山市,official,published,2026-07-26
source-jp-09216-official,下野市公式ホームページ,https://www.city.shimotsuke.lg.jp/,下野市,official,published,2026-07-26
source-jp-09301-official,上三川町公式ホームページ,https://www.town.kaminokawa.lg.jp/,上三川町,official,published,2026-07-26
source-jp-09342-official,益子町公式ホームページ,https://www.town.mashiko.lg.jp/,益子町,official,published,2026-07-26
source-jp-09343-official,茂木町公式ホームページ,https://www.town.motegi.tochigi.jp/,茂木町,official,published,2026-07-26
source-jp-09344-official,市貝町公式ホームページ,https://www.town.ichikai.tochigi.jp/,市貝町,official,published,2026-07-26
source-jp-09345-official,芳賀町公式ホームページ,https://www.town.tochigi-haga.lg.jp/,芳賀町,official,published,2026-07-26
source-jp-09361-official,壬生町公式ホームページ,https://www.town.mibu.tochigi.jp/,壬生町,official,published,2026-07-26
source-jp-09364-official,野木町公式ホームページ,https://www.town.nogi.lg.jp/,野木町,official,published,2026-07-26
source-jp-09384-official,塩谷町公式ホームページ,https://www.town.shioya.tochigi.jp/,塩谷町,official,published,2026-07-26
source-jp-09386-official,高根沢町公式ホームページ,https://www.town.takanezawa.tochigi.jp/,高根沢町,official,published,2026-07-26
source-jp-09407-official,那須町公式ホームページ,https://www.town.nasu.lg.jp/,那須町,official,published,2026-07-26
source-jp-09411-official,那珂川町公式ホームページ,https://www.town.tochigi-nakagawa.lg.jp/,那珂川町,official,published,2026-07-26
source-gunma-municipalities,市町村役場等所在地一覧,https://www.pref.gunma.jp/page/14524.html,群馬県,official,published,2026-07-26
source-gunma-self-reliance,生活に困窮している方を支援する相談窓口について,https://www.pref.gunma.jp/page/1672.html,群馬県,official,published,2026-07-26
source-gunma-public-assistance,生活保護制度について,https://www.pref.gunma.jp/page/1820.html,群馬県,official,published,2026-07-26
source-saitama-official-links,埼玉県内市町村へのリンク,https://www.pref.saitama.lg.jp/a0301/wwwlink.html,埼玉県,official,published,2026-07-26
source-saitama-self-reliance,生活困窮者の総合相談窓口について,https://www.pref.saitama.lg.jp/a0602/jiritsushien/madoguchi.html,埼玉県,official,published,2026-07-26
source-saitama-public-assistance,福祉事務所等一覧（生活保護法）,https://www.pref.saitama.lg.jp/a0602/seihozenpan/910-20091208-75.html,埼玉県,official,published,2026-07-26
source-chiba-municipalities,市町村一覧,https://www.pref.chiba.lg.jp/kouhou/ichiran.html,千葉県,official,published,2026-07-26
source-chiba-self-reliance,生活困窮者自立支援制度について,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,千葉県,official,published,2026-07-26
source-chiba-public-assistance,生活保護の相談について,https://www.pref.chiba.lg.jp/kenshidou/seikatsuhogo/seihosoudan.html,千葉県,official,published,2026-07-26
