id,municipalityId,categoryId,name,plainName,department,description,postalCode,address,phone,fax,email,contactFormUrl,officialUrl,openingHours,closedDays,reservationRequired,availableMethods,accessibility,languages,emergencyAlternative,sourceId,status,lastVerifiedAt
jp-12226-self-reliance,jp-12226,money,くらしと仕事の相談支援センター,生活や仕事の困りごと相談窓口,くらしと仕事の相談支援センター,生活の困りごとを整理し、自立に向けた支援を一緒に考える相談窓口です。,,,0439-32-1520,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12227-city-general,jp-12227,unknown,浦安市役所,市役所・町村役場の代表窓口,浦安市役所,担当窓口が分からない場合の代表窓口です。,279-8501,千葉県浦安市猫実1-1-1,047-351-1111,,,,https://www.city.urayasu.lg.jp/,,,,電話・来所,,,,source-chiba-municipalities,published,2026-07-26
jp-12227-housing-benefit,jp-12227,rent,浦安市総合相談窓口（住居確保給付金）,住居確保給付金の相談窓口,浦安市総合相談窓口,住居確保給付金の相談窓口です。住所は県公式一覧で確認できないため登録していません。,,,047-712-6856,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12227-public-assistance,jp-12227,money,社会福祉課,生活保護の相談・申請窓口,社会福祉課,生活保護の相談と申請を受け付ける福祉事務所です。,279-8501,千葉県浦安市猫実1-1-1,047-712-6396,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatsuhogo/seihosoudan.html,,,,電話・来所,,,,source-chiba-public-assistance,published,2026-07-26
jp-12227-self-reliance,jp-12227,money,浦安市総合相談窓口,生活や仕事の困りごと相談窓口,浦安市総合相談窓口,生活の困りごとを整理し、自立に向けた支援を一緒に考える相談窓口です。,,,047-712-6856,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12228-city-general,jp-12228,unknown,四街道市役所,市役所・町村役場の代表窓口,四街道市役所,担当窓口が分からない場合の代表窓口です。,284-8555,千葉県四街道市鹿渡無番地,043-421-2111,,,,https://www.city.yotsukaido.chiba.jp/,,,,電話・来所,,,,source-chiba-municipalities,published,2026-07-26
jp-12228-housing-benefit,jp-12228,rent,くらしサポートセンター「みらい」（住居確保給付金）,住居確保給付金の相談窓口,くらしサポートセンター「みらい」,住居確保給付金の相談窓口です。住所は県公式一覧で確認できないため登録していません。,,,043-421-3003,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12228-public-assistance,jp-12228,money,社会福祉課,生活保護の相談・申請窓口,社会福祉課,生活保護の相談と申請を受け付ける福祉事務所です。,284-8555,千葉県四街道市鹿渡無番地,043-421-6248,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatsuhogo/seihosoudan.html,,,,電話・来所,,,,source-chiba-public-assistance,published,2026-07-26
jp-12228-self-reliance,jp-12228,money,くらしサポートセンター「みらい」,生活や仕事の困りごと相談窓口,くらしサポートセンター「みらい」,生活の困りごとを整理し、自立に向けた支援を一緒に考える相談窓口です。,,,043-421-3003,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12229-city-general,jp-12229,unknown,袖ケ浦市役所,市役所・町村役場の代表窓口,袖ケ浦市役所,担当窓口が分からない場合の代表窓口です。,299-0292,千葉県袖ケ浦市坂戸市場1-1,0438-62-2111,,,,https://www.city.sodegaura.lg.jp/,,,,電話・来所,,,,source-chiba-municipalities,published,2026-07-26
jp-12229-housing-benefit,jp-12229,rent,自立相談支援室「そでさぽ」（住居確保給付金）,住居確保給付金の相談窓口,自立相談支援室「そでさぽ」,住居確保給付金の相談窓口です。住所は県公式一覧で確認できないため登録していません。,,,0438-53-8840,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12229-public-assistance,jp-12229,money,生活支援課,生活保護の相談・申請窓口,生活支援課,生活保護の相談と申請を受け付ける福祉事務所です。,299-0292,千葉県袖ケ浦市坂戸市場1-1,0438-62-3159,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatsuhogo/seihosoudan.html,,,,電話・来所,,,,source-chiba-public-assistance,published,2026-07-26
jp-12229-self-reliance,jp-12229,money,自立相談支援室「そでさぽ」,生活や仕事の困りごと相談窓口,自立相談支援室「そでさぽ」,生活の困りごとを整理し、自立に向けた支援を一緒に考える相談窓口です。,,,0438-53-8840,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12230-city-general,jp-12230,unknown,八街市役所,市役所・町村役場の代表窓口,八街市役所,担当窓口が分からない場合の代表窓口です。,289-1192,千葉県八街市八街ほ35-29,043-443-1111,,,,https://www.city.yachimata.lg.jp/,,,,電話・来所,,,,source-chiba-municipalities,published,2026-07-26
jp-12230-housing-benefit,jp-12230,rent,自立相談支援窓口（住居確保給付金）,住居確保給付金の相談窓口,自立相談支援窓口,住居確保給付金の相談窓口です。住所は県公式一覧で確認できないため登録していません。,,,043-312-0766,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12230-public-assistance,jp-12230,money,社会福祉課,生活保護の相談・申請窓口,社会福祉課,生活保護の相談と申請を受け付ける福祉事務所です。,289-1192,千葉県八街市八街ほ35-29,043-443-1622,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatsuhogo/seihosoudan.html,,,,電話・来所,,,,source-chiba-public-assistance,published,2026-07-26
jp-12230-self-reliance,jp-12230,money,自立相談支援窓口,生活や仕事の困りごと相談窓口,自立相談支援窓口,生活の困りごとを整理し、自立に向けた支援を一緒に考える相談窓口です。,,,043-312-0766,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12231-city-general,jp-12231,unknown,印西市役所,市役所・町村役場の代表窓口,印西市役所,担当窓口が分からない場合の代表窓口です。,270-1396,千葉県印西市大森2364-2,0476-42-5111,,,,https://www.city.inzai.lg.jp/,,,,電話・来所,,,,source-chiba-municipalities,published,2026-07-26
jp-12231-housing-benefit,jp-12231,rent,いんざいワーク・ライフサポートセンター（住居確保給付金）,住居確保給付金の相談窓口,いんざいワーク・ライフサポートセンター,住居確保給付金の相談窓口です。住所は県公式一覧で確認できないため登録していません。,,,0476-85-8267,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12231-public-assistance,jp-12231,money,社会福祉課,生活保護の相談・申請窓口,社会福祉課,生活保護の相談と申請を受け付ける福祉事務所です。,270-1396,千葉県印西市大森2364-2,0476-33-4514,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatsuhogo/seihosoudan.html,,,,電話・来所,,,,source-chiba-public-assistance,published,2026-07-26
jp-12231-self-reliance,jp-12231,money,いんざいワーク・ライフサポートセンター,生活や仕事の困りごと相談窓口,いんざいワーク・ライフサポートセンター,生活の困りごとを整理し、自立に向けた支援を一緒に考える相談窓口です。,,,0476-85-8267,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12232-city-general,jp-12232,unknown,白井市役所,市役所・町村役場の代表窓口,白井市役所,担当窓口が分からない場合の代表窓口です。,270-1492,千葉県白井市復1123,047-492-1111,,,,https://www.city.shiroi.chiba.jp/,,,,電話・来所,,,,source-chiba-municipalities,published,2026-07-26
jp-12232-housing-benefit,jp-12232,rent,白井市くらしと仕事のサポートセンター（住居確保給付金）,住居確保給付金の相談窓口,白井市くらしと仕事のサポートセンター,住居確保給付金の相談窓口です。住所は県公式一覧で確認できないため登録していません。,,,047-497-3650,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12232-public-assistance,jp-12232,money,社会福祉課,生活保護の相談・申請窓口,社会福祉課,生活保護の相談と申請を受け付ける福祉事務所です。,270-1492,千葉県白井市復1123,047-497-3492,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatsuhogo/seihosoudan.html,,,,電話・来所,,,,source-chiba-public-assistance,published,2026-07-26
jp-12232-self-reliance,jp-12232,money,白井市くらしと仕事のサポートセンター,生活や仕事の困りごと相談窓口,白井市くらしと仕事のサポートセンター,生活の困りごとを整理し、自立に向けた支援を一緒に考える相談窓口です。,,,047-497-3650,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12233-city-general,jp-12233,unknown,富里市役所,市役所・町村役場の代表窓口,富里市役所,担当窓口が分からない場合の代表窓口です。,286-0292,千葉県富里市七栄652-1,0476-93-1111,,,,https://www.city.tomisato.lg.jp/,,,,電話・来所,,,,source-chiba-municipalities,published,2026-07-26
jp-12233-housing-benefit,jp-12233,rent,とみさと自立支援相談窓口（住居確保給付金）,住居確保給付金の相談窓口,とみさと自立支援相談窓口,住居確保給付金の相談窓口です。住所は県公式一覧で確認できないため登録していません。,,,080-9861-5646,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12233-public-assistance,jp-12233,money,生活支援課,生活保護の相談・申請窓口,生活支援課,生活保護の相談と申請を受け付ける福祉事務所です。,286-0292,千葉県富里市七栄652-1,0476-93-4193,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatsuhogo/seihosoudan.html,,,,電話・来所,,,,source-chiba-public-assistance,published,2026-07-26
jp-12233-self-reliance,jp-12233,money,とみさと自立支援相談窓口,生活や仕事の困りごと相談窓口,とみさと自立支援相談窓口,生活の困りごとを整理し、自立に向けた支援を一緒に考える相談窓口です。,,,080-9861-5646,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12234-city-general,jp-12234,unknown,南房総市役所,市役所・町村役場の代表窓口,南房総市役所,担当窓口が分からない場合の代表窓口です。,299-2492,千葉県南房総市富浦町青木28,0470-33-1021,,,,https://www.city.minamiboso.chiba.jp/,,,,電話・来所,,,,source-chiba-municipalities,published,2026-07-26
jp-12234-housing-benefit,jp-12234,rent,南房総市社会福祉協議会（住居確保給付金）,住居確保給付金の相談窓口,南房総市社会福祉協議会,住居確保給付金の相談窓口です。住所は県公式一覧で確認できないため登録していません。,,,0470-29-3729,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12234-public-assistance,jp-12234,money,社会福祉課,生活保護の相談・申請窓口,社会福祉課,生活保護の相談と申請を受け付ける福祉事務所です。,294-8701,千葉県南房総市谷向100,0470-36-1151,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatsuhogo/seihosoudan.html,,,,電話・来所,,,,source-chiba-public-assistance,published,2026-07-26
jp-12234-self-reliance,jp-12234,money,南房総市社会福祉協議会,生活や仕事の困りごと相談窓口,南房総市社会福祉協議会,生活の困りごとを整理し、自立に向けた支援を一緒に考える相談窓口です。,,,0470-29-3729,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12235-city-general,jp-12235,unknown,匝瑳市役所,市役所・町村役場の代表窓口,匝瑳市役所,担当窓口が分からない場合の代表窓口です。,289-2198,千葉県匝瑳市八日市場ハ793-2,0479-73-0084,,,,https://www.city.sosa.lg.jp/,,,,電話・来所,,,,source-chiba-municipalities,published,2026-07-26
jp-12235-housing-benefit,jp-12235,rent,生活支援相談窓口（住居確保給付金）,住居確保給付金の相談窓口,生活支援相談窓口,住居確保給付金の相談窓口です。住所は県公式一覧で確認できないため登録していません。,,,0479-67-5200,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12235-public-assistance,jp-12235,money,福祉課,生活保護の相談・申請窓口,福祉課,生活保護の相談と申請を受け付ける福祉事務所です。,289-2198,千葉県匝瑳市八日市場ハ793-2,0479-73-0096,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatsuhogo/seihosoudan.html,,,,電話・来所,,,,source-chiba-public-assistance,published,2026-07-26
jp-12235-self-reliance,jp-12235,money,生活支援相談窓口,生活や仕事の困りごと相談窓口,生活支援相談窓口,生活の困りごとを整理し、自立に向けた支援を一緒に考える相談窓口です。,,,0479-67-5200,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12236-city-general,jp-12236,unknown,香取市役所,市役所・町村役場の代表窓口,香取市役所,担当窓口が分からない場合の代表窓口です。,287-8501,千葉県香取市佐原ロ2127,0478-54-1111,,,,https://www.city.katori.lg.jp/,,,,電話・来所,,,,source-chiba-municipalities,published,2026-07-26
jp-12236-housing-benefit,jp-12236,rent,香取CCC（住居確保給付金）,住居確保給付金の相談窓口,香取CCC,住居確保給付金の相談窓口です。住所は県公式一覧で確認できないため登録していません。,,,0478-50-1919,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12236-public-assistance,jp-12236,money,社会福祉課,生活保護の相談・申請窓口,社会福祉課,生活保護の相談と申請を受け付ける福祉事務所です。,287-8501,千葉県香取市佐原ロ2127,0478-50-1209,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatsuhogo/seihosoudan.html,,,,電話・来所,,,,source-chiba-public-assistance,published,2026-07-26
jp-12236-self-reliance,jp-12236,money,香取CCC,生活や仕事の困りごと相談窓口,香取CCC,生活の困りごとを整理し、自立に向けた支援を一緒に考える相談窓口です。,,,0478-50-1919,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12237-city-general,jp-12237,unknown,山武市役所,市役所・町村役場の代表窓口,山武市役所,担当窓口が分からない場合の代表窓口です。,289-1392,千葉県山武市殿台296,0475-80-1112,,,,https://www.city.sammu.lg.jp/,,,,電話・来所,,,,source-chiba-municipalities,published,2026-07-26
jp-12237-housing-benefit,jp-12237,rent,生活・就労相談室（住居確保給付金）,住居確保給付金の相談窓口,生活・就労相談室,住居確保給付金の相談窓口です。住所は県公式一覧で確認できないため登録していません。,,,0475-80-1301,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12237-public-assistance,jp-12237,money,社会福祉課,生活保護の相談・申請窓口,社会福祉課,生活保護の相談と申請を受け付ける福祉事務所です。,289-1392,千葉県山武市殿台296,0475-80-2616,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatsuhogo/seihosoudan.html,,,,電話・来所,,,,source-chiba-public-assistance,published,2026-07-26
jp-12237-self-reliance,jp-12237,money,生活・就労相談室,生活や仕事の困りごと相談窓口,生活・就労相談室,生活の困りごとを整理し、自立に向けた支援を一緒に考える相談窓口です。,,,0475-80-1301,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12238-city-general,jp-12238,unknown,いすみ市役所,市役所・町村役場の代表窓口,いすみ市役所,担当窓口が分からない場合の代表窓口です。,298-8501,千葉県いすみ市大原7400-1,0470-62-1111,,,,https://www.city.isumi.lg.jp/,,,,電話・来所,,,,source-chiba-municipalities,published,2026-07-26
jp-12238-housing-benefit,jp-12238,rent,自立生活相談支援センター（住居確保給付金）,住居確保給付金の相談窓口,自立生活相談支援センター,住居確保給付金の相談窓口です。住所は県公式一覧で確認できないため登録していません。,,,0470-87-8857,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12238-public-assistance,jp-12238,money,福祉課,生活保護の相談・申請窓口,福祉課,生活保護の相談と申請を受け付ける福祉事務所です。,298-8501,千葉県いすみ市大原7400-1,0470-62-1117,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatsuhogo/seihosoudan.html,,,,電話・来所,,,,source-chiba-public-assistance,published,2026-07-26
jp-12238-self-reliance,jp-12238,money,自立生活相談支援センター,生活や仕事の困りごと相談窓口,自立生活相談支援センター,生活の困りごとを整理し、自立に向けた支援を一緒に考える相談窓口です。,,,0470-87-8857,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12239-city-general,jp-12239,unknown,大網白里市役所,市役所・町村役場の代表窓口,大網白里市役所,担当窓口が分からない場合の代表窓口です。,299-3292,千葉県大網白里市大網115-2,0475-70-0300,,,,https://www.city.oamishirasato.lg.jp/,,,,電話・来所,,,,source-chiba-municipalities,published,2026-07-26
jp-12239-housing-benefit,jp-12239,rent,大網白里市生活相談センターCるーと（住居確保給付金）,住居確保給付金の相談窓口,大網白里市生活相談センターCるーと,住居確保給付金の相談窓口です。住所は県公式一覧で確認できないため登録していません。,,,0475-77-8770,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12239-public-assistance,jp-12239,money,社会福祉課,生活保護の相談・申請窓口,社会福祉課,生活保護の相談と申請を受け付ける福祉事務所です。,299-3292,千葉県大網白里市大網115-2,0475-70-0302,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatsuhogo/seihosoudan.html,,,,電話・来所,,,,source-chiba-public-assistance,published,2026-07-26
jp-12239-self-reliance,jp-12239,money,大網白里市生活相談センターCるーと,生活や仕事の困りごと相談窓口,大網白里市生活相談センターCるーと,生活の困りごとを整理し、自立に向けた支援を一緒に考える相談窓口です。,,,0475-77-8770,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12322-city-general,jp-12322,unknown,酒々井町役場,市役所・町村役場の代表窓口,酒々井町役場,担当窓口が分からない場合の代表窓口です。,285-8510,千葉県印旛郡（いんばぐん）酒々井町中央台4-11,043-496-1171,,,,https://www.town.shisui.chiba.jp/,,,,電話・来所,,,,source-chiba-municipalities,published,2026-07-26
jp-12322-housing-benefit,jp-12322,rent,さかえ・しすいワーク・ライフサポートセンター（住居確保給付金）,住居確保給付金の相談窓口,さかえ・しすいワーク・ライフサポートセンター,住居確保給付金の相談窓口です。住所は県公式一覧で確認できないため登録していません。,,,043-308-6332,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12322-public-assistance,jp-12322,money,印旛健康福祉センター 生活保護課,生活保護の相談・申請窓口,印旛健康福祉センター 生活保護課,生活保護の相談と申請を受け付ける福祉事務所です。,285-8520,千葉県佐倉市鏑木仲田町8-1,043-483-1119,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatsuhogo/seihosoudan.html,,,,電話・来所,,,,source-chiba-public-assistance,published,2026-07-26
jp-12322-self-reliance,jp-12322,money,さかえ・しすいワーク・ライフサポートセンター,生活や仕事の困りごと相談窓口,さかえ・しすいワーク・ライフサポートセンター,生活の困りごとを整理し、自立に向けた支援を一緒に考える相談窓口です。,,,043-308-6332,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12329-city-general,jp-12329,unknown,栄町役場,市役所・町村役場の代表窓口,栄町役場,担当窓口が分からない場合の代表窓口です。,270-1592,千葉県印旛郡栄町安食台1-2,0476-95-1111,,,,https://www.town.sakae.chiba.jp/index.html,,,,電話・来所,,,,source-chiba-municipalities,published,2026-07-26
jp-12329-housing-benefit,jp-12329,rent,さかえ・しすいワーク・ライフサポートセンター（住居確保給付金）,住居確保給付金の相談窓口,さかえ・しすいワーク・ライフサポートセンター,住居確保給付金の相談窓口です。住所は県公式一覧で確認できないため登録していません。,,,043-308-6332,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12329-public-assistance,jp-12329,money,印旛健康福祉センター 生活保護課,生活保護の相談・申請窓口,印旛健康福祉センター 生活保護課,生活保護の相談と申請を受け付ける福祉事務所です。,285-8520,千葉県佐倉市鏑木仲田町8-1,043-483-1119,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatsuhogo/seihosoudan.html,,,,電話・来所,,,,source-chiba-public-assistance,published,2026-07-26
jp-12329-self-reliance,jp-12329,money,さかえ・しすいワーク・ライフサポートセンター,生活や仕事の困りごと相談窓口,さかえ・しすいワーク・ライフサポートセンター,生活の困りごとを整理し、自立に向けた支援を一緒に考える相談窓口です。,,,043-308-6332,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12342-city-general,jp-12342,unknown,神崎町役場,市役所・町村役場の代表窓口,神崎町役場,担当窓口が分からない場合の代表窓口です。,289-0292,千葉県香取郡(かとりぐん)神崎町神崎本宿163,0478-72-2111,,,,https://www.town.kozaki.chiba.jp/,,,,電話・来所,,,,source-chiba-municipalities,published,2026-07-26
jp-12342-housing-benefit,jp-12342,rent,香取CCC（住居確保給付金）,住居確保給付金の相談窓口,香取CCC,住居確保給付金の相談窓口です。住所は県公式一覧で確認できないため登録していません。,,,0478-50-1919,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12342-public-assistance,jp-12342,money,香取健康福祉センター 生活保護課,生活保護の相談・申請窓口,香取健康福祉センター 生活保護課,生活保護の相談と申請を受け付ける福祉事務所です。,287-0003,千葉県香取市佐原イ92-11,0478-52-9161,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatsuhogo/seihosoudan.html,,,,電話・来所,,,,source-chiba-public-assistance,published,2026-07-26
jp-12342-self-reliance,jp-12342,money,香取CCC,生活や仕事の困りごと相談窓口,香取CCC,生活の困りごとを整理し、自立に向けた支援を一緒に考える相談窓口です。,,,0478-50-1919,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12347-city-general,jp-12347,unknown,多古町役場,市役所・町村役場の代表窓口,多古町役場,担当窓口が分からない場合の代表窓口です。,289-2292,千葉県香取郡多古町多古584,0479-76-2611,,,,https://www.town.tako.chiba.jp/,,,,電話・来所,,,,source-chiba-municipalities,published,2026-07-26
jp-12347-housing-benefit,jp-12347,rent,香取CCC（住居確保給付金）,住居確保給付金の相談窓口,香取CCC,住居確保給付金の相談窓口です。住所は県公式一覧で確認できないため登録していません。,,,0478-50-1919,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12347-public-assistance,jp-12347,money,香取健康福祉センター 生活保護課,生活保護の相談・申請窓口,香取健康福祉センター 生活保護課,生活保護の相談と申請を受け付ける福祉事務所です。,287-0003,千葉県香取市佐原イ92-11,0478-52-9161,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatsuhogo/seihosoudan.html,,,,電話・来所,,,,source-chiba-public-assistance,published,2026-07-26
jp-12347-self-reliance,jp-12347,money,香取CCC,生活や仕事の困りごと相談窓口,香取CCC,生活の困りごとを整理し、自立に向けた支援を一緒に考える相談窓口です。,,,0478-50-1919,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12349-city-general,jp-12349,unknown,東庄町役場,市役所・町村役場の代表窓口,東庄町役場,担当窓口が分からない場合の代表窓口です。,289-0692,千葉県香取郡東庄町笹川い4713-131,0478-86-1111,,,,https://www.town.tohnosho.chiba.jp/,,,,電話・来所,,,,source-chiba-municipalities,published,2026-07-26
jp-12349-housing-benefit,jp-12349,rent,香取CCC（住居確保給付金）,住居確保給付金の相談窓口,香取CCC,住居確保給付金の相談窓口です。住所は県公式一覧で確認できないため登録していません。,,,0478-50-1919,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12349-public-assistance,jp-12349,money,香取健康福祉センター 生活保護課,生活保護の相談・申請窓口,香取健康福祉センター 生活保護課,生活保護の相談と申請を受け付ける福祉事務所です。,287-0003,千葉県香取市佐原イ92-11,0478-52-9161,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatsuhogo/seihosoudan.html,,,,電話・来所,,,,source-chiba-public-assistance,published,2026-07-26
jp-12349-self-reliance,jp-12349,money,香取CCC,生活や仕事の困りごと相談窓口,香取CCC,生活の困りごとを整理し、自立に向けた支援を一緒に考える相談窓口です。,,,0478-50-1919,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12403-city-general,jp-12403,unknown,九十九里町役場,市役所・町村役場の代表窓口,九十九里町役場,担当窓口が分からない場合の代表窓口です。,283-0195,千葉県山武郡九十九里町片貝4099,0475-70-3100,,,,https://www.town.kujukuri.chiba.jp/,,,,電話・来所,,,,source-chiba-municipalities,published,2026-07-26
jp-12403-housing-benefit,jp-12403,rent,さんぶ生活相談センターリンクサポート（住居確保給付金）,住居確保給付金の相談窓口,さんぶ生活相談センターリンクサポート,住居確保給付金の相談窓口です。住所は県公式一覧で確認できないため登録していません。,,,0475-77-7532,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12403-public-assistance,jp-12403,money,山武健康福祉センター 生活保護課,生活保護の相談・申請窓口,山武健康福祉センター 生活保護課,生活保護の相談と申請を受け付ける福祉事務所です。,283-0802,千葉県東金市東金907-1,0475-54-0611,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatsuhogo/seihosoudan.html,,,,電話・来所,,,,source-chiba-public-assistance,published,2026-07-26
jp-12403-self-reliance,jp-12403,money,さんぶ生活相談センターリンクサポート,生活や仕事の困りごと相談窓口,さんぶ生活相談センターリンクサポート,生活の困りごとを整理し、自立に向けた支援を一緒に考える相談窓口です。,,,0475-77-7532,,,,https://www.pref.chiba.lg.jp/kenshidou/seikatukonkyuu.html,,,,電話・来所,,,,source-chiba-self-reliance,published,2026-07-26
jp-12409-city-general,jp-12409,unknown,芝山町役場,市役所・町村役場の代表窓口,芝山町役場,担当窓口が分からない場合の代表窓口です。,289-1692,千葉県山武郡芝山町小池992,0479-77-3901,,,,https://www.town.shibayama.lg.jp/,,,,電話・来所,,,,source-chiba-municipalities,published,2026-07-26
